,Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
54037,2011-04-04,4,April,2011,41,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1087,2532,3619
58399,2011-04-04,4,April,2011,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,620,2171,2791
63423,2011-04-05,5,April,2011,24,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,385,713,1098
50479,2011-04-05,5,April,2011,41,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",4,1266,2320,3566,5064,8630
63791,2011-04-05,5,April,2011,29,Young Adults (25-34),F,France,Nord,Bikes,Road Bikes,"Road-650 Black, 58",1,487,783,194,487,681
62045,2011-04-05,5,April,2011,39,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,584,1083,1667
60447,2011-04-05,5,April,2011,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",4,487,783,495,1948,2443
54785,2011-04-06,6,April,2011,39,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,997,1252,2249
66443,2011-04-06,6,April,2011,34,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,191,344,535
68573,2011-04-06,6,April,2011,18,Youth (<25),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1371,2171,3542
62379,2011-04-06,6,April,2011,19,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 42",4,713,1120,1046,2852,3898
59423,2011-04-06,6,April,2011,19,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,385,713,1098
54993,2011-04-07,7,April,2011,43,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,561,1252,1813
50217,2011-04-07,7,April,2011,33,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,683,1266,1949
60189,2011-04-07,7,April,2011,53,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
70061,2011-04-07,7,April,2011,39,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,349,688,1037
58813,2011-04-07,7,April,2011,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
63881,2011-04-07,7,April,2011,31,Young Adults (25-34),F,Australia,Tasmania,Bikes,Road Bikes,"Road-250 Red, 58",4,1555,2443,1695,6220,7915
59185,2011-04-07,7,April,2011,24,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2528,4342,6870
70319,2011-04-07,7,April,2011,40,Adults (35-64),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 48",1,487,783,124,487,611
58361,2011-04-07,7,April,2011,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1335,2171,3506
66391,2011-04-08,8,April,2011,25,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1371,2171,3542
60179,2011-04-08,8,April,2011,27,Young Adults (25-34),F,France,Seine Saint Denis,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,448,1555,2003
63277,2011-04-08,8,April,2011,47,Adults (35-64),M,France,Seine Saint Denis,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,713,1120,616,2139,2755
59187,2011-04-09,9,April,2011,24,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1264,2171,3435
71273,2011-04-09,9,April,2011,30,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2671,4342,7013
60021,2011-04-09,9,April,2011,18,Youth (<25),M,Germany,Saarland,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
68289,2011-04-09,9,April,2011,20,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,126,344,470
63365,2011-04-09,9,April,2011,25,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",3,1555,2443,1711,4665,6376
54787,2011-04-10,10,April,2011,39,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,1252,2295,2991,3756,6747
66465,2011-04-10,10,April,2011,24,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",4,2171,3578,2479,8684,11163
60391,2011-04-10,10,April,2011,51,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,397,1083,1480
68059,2011-04-10,10,April,2011,34,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,158,344,502
59997,2011-04-10,10,April,2011,33,Young Adults (25-34),F,Germany,Hessen,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1157,2171,3328
64541,2011-04-11,11,April,2011,66,Seniors (64+),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,397,1083,1480
65429,2011-04-11,11,April,2011,27,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Red, 58",4,1555,2443,1988,6220,8208
54695,2011-04-11,11,April,2011,42,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1273,2532,3805
56873,2011-04-11,11,April,2011,30,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
55321,2011-04-11,11,April,2011,31,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,249,420,669
58443,2011-04-11,11,April,2011,19,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,620,2171,2791
71483,2011-04-12,12,April,2011,44,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
64289,2011-04-12,12,April,2011,34,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,839,1555,2394
58775,2011-04-12,12,April,2011,48,Adults (35-64),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1434,3110,4544
58397,2011-04-12,12,April,2011,28,Young Adults (25-34),M,United States,Wyoming,Bikes,Road Bikes,"Road-150 Red, 56",4,2171,3578,2479,8684,11163
69931,2011-04-12,12,April,2011,37,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-650 Black, 60",1,487,783,288,487,775
71335,2011-04-12,12,April,2011,39,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,620,2171,2791
52733,2011-04-12,12,April,2011,33,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,683,1266,1949
63783,2011-04-12,12,April,2011,46,Adults (35-64),M,Germany,Saarland,Bikes,Road Bikes,"Road-650 Red, 58",1,487,783,155,487,642
64267,2011-04-12,12,April,2011,28,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 48",4,713,1120,642,2852,3494
50875,2011-04-12,12,April,2011,40,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,997,1252,2249
58785,2011-04-12,12,April,2011,27,Young Adults (25-34),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1264,2171,3435
64485,2011-04-12,12,April,2011,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,346,1083,1429
49627,2011-04-13,13,April,2011,36,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",3,1266,2320,2257,3798,6055
70107,2011-04-13,13,April,2011,27,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-650 Red, 44",1,487,783,288,487,775
64517,2011-04-13,13,April,2011,31,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,448,1555,2003
53629,2011-04-13,13,April,2011,38,Adults (35-64),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-500 Black, 40",1,295,540,148,295,443
58771,2011-04-14,14,April,2011,53,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,717,1555,2272
59327,2011-04-14,14,April,2011,30,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,Bikes,Road Bikes,"Road-150 Red, 48",4,2171,3578,3767,8684,12451
71275,2011-04-14,14,April,2011,30,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",4,2171,3578,5342,8684,14026
58431,2011-04-15,15,April,2011,20,Youth (<25),M,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,620,2171,2791
67457,2011-04-15,15,April,2011,24,Youth (<25),M,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 44",3,344,540,523,1032,1555
60279,2011-04-15,15,April,2011,32,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",4,487,783,1121,1948,3069
68939,2011-04-15,15,April,2011,36,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120,784,2139,2923
64997,2011-04-15,15,April,2011,18,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,126,344,470
60031,2011-04-15,15,April,2011,23,Youth (<25),F,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 56",3,2171,3578,3792,6513,10305
66393,2011-04-15,15,April,2011,25,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1371,2171,3542
64455,2011-04-15,15,April,2011,29,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,497,1555,2052
65880,2011-04-15,15,April,2011,27,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,370,688,1058
69331,2011-04-15,15,April,2011,17,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 48",3,344,540,248,1032,1280
65881,2011-04-15,15,April,2011,27,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 58",3,344,540,556,1032,1588
52513,2011-04-15,15,April,2011,33,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,745,1252,1997
53597,2011-04-15,15,April,2011,46,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,249,420,669
68879,2011-04-16,16,April,2011,24,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 48",4,1555,2443,3454,6220,9674
50253,2011-04-16,16,April,2011,41,Adults (35-64),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",4,1252,2295,2703,5008,7711
55929,2011-04-16,16,April,2011,39,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",3,1252,2295,2991,3756,6747
49361,2011-04-16,16,April,2011,50,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018
66243,2011-04-16,16,April,2011,25,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,185,344,529
58815,2011-04-16,16,April,2011,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
50225,2011-04-16,16,April,2011,51,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",3,1266,2320,2257,3798,6055
69501,2011-04-17,17,April,2011,46,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 52",4,1519,2443,3598,6076,9674
71055,2011-04-17,17,April,2011,26,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",4,2171,3578,2479,8684,11163
60005,2011-04-17,17,April,2011,33,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-250 Red, 48",2,1519,2443,1506,3038,4544
53587,2011-04-17,17,April,2011,48,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,2234,3756,5990
70543,2011-04-17,17,April,2011,46,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2742,4342,7084
64269,2011-04-17,17,April,2011,28,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,161,713,874
70711,2011-04-17,17,April,2011,38,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1335,2171,3506
49607,2011-04-17,17,April,2011,35,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018
60465,2011-04-17,17,April,2011,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",2,487,783,561,974,1535
67437,2011-04-18,18,April,2011,30,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-750 Black, 58",3,344,540,361,1032,1393
67417,2011-04-18,18,April,2011,28,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",3,344,540,556,1032,1588
67669,2011-04-18,18,April,2011,35,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,191,344,535
67093,2011-04-18,18,April,2011,29,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,497,1555,2052
69723,2011-04-18,18,April,2011,37,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,261,713,974
60619,2011-04-18,18,April,2011,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",1,487,783,280,487,767
62675,2011-04-18,18,April,2011,52,Adults (35-64),F,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,717,1555,2272
64839,2011-04-19,19,April,2011,27,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,385,713,1098
58423,2011-04-19,19,April,2011,26,Young Adults (25-34),F,United States,Oregon,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,906,2171,3077
65267,2011-04-19,19,April,2011,28,Young Adults (25-34),M,Germany,Brandenburg,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,601,1083,1684
54789,2011-04-19,19,April,2011,39,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",4,1252,2295,3988,5008,8996
71221,2011-04-20,20,April,2011,51,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,83,344,427
66943,2011-04-20,20,April,2011,34,Young Adults (25-34),M,Germany,Bayern,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,191,344,535
61823,2011-04-20,20,April,2011,31,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,2504,6513,9017
50125,2011-04-20,20,April,2011,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037
61663,2011-04-20,20,April,2011,31,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113
71161,2011-04-20,20,April,2011,26,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506
50249,2011-04-20,20,April,2011,48,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,138,308,446
69841,2011-04-20,20,April,2011,26,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 52",3,344,540,248,1032,1280
67509,2011-04-20,20,April,2011,41,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 52",4,344,540,741,1376,2117
65407,2011-04-20,20,April,2011,28,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,375,1555,1930
64497,2011-04-20,20,April,2011,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,994,3110,4104
50275,2011-04-21,21,April,2011,39,Adults (35-64),M,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",4,1252,2295,2520,5008,7528
51501,2011-04-21,21,April,2011,47,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,184,308,492
62699,2011-04-21,21,April,2011,27,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",4,1555,2443,2282,6220,8502
60621,2011-04-21,21,April,2011,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",1,487,783,280,487,767
64243,2011-04-21,21,April,2011,25,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 58",3,1555,2443,1491,4665,6156
67995,2011-04-22,22,April,2011,29,Young Adults (25-34),F,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 38",4,713,1120,1583,2852,4435
61377,2011-04-22,22,April,2011,26,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827
50495,2011-04-22,22,April,2011,32,Young Adults (25-34),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,538,1252,1790
60449,2011-04-22,22,April,2011,30,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Red, 58",4,487,783,495,1948,2443
64487,2011-04-23,23,April,2011,30,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-350-W Yellow, 48",3,1083,1701,1038,3249,4287
60623,2011-04-23,23,April,2011,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",1,487,783,280,487,767
61847,2011-04-23,23,April,2011,31,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,942,2171,3113
68339,2011-04-23,23,April,2011,50,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,126,344,470
64841,2011-04-23,23,April,2011,27,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",4,713,1120,1538,2852,4390
63021,2011-04-23,23,April,2011,29,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,1141,3110,4251
71277,2011-04-23,23,April,2011,30,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,2671,4342,7013
51503,2011-04-23,23,April,2011,47,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,184,308,492
66977,2011-04-23,23,April,2011,23,Youth (<25),F,France,Moselle,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,262,688,950
60467,2011-04-23,23,April,2011,30,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 58",4,487,783,1121,1948,3069
66983,2011-04-24,24,April,2011,32,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",3,344,540,556,1032,1588
63823,2011-04-24,24,April,2011,30,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-650 Red, 52",2,487,783,310,974,1284
68257,2011-04-24,24,April,2011,20,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,83,344,427
52629,2011-04-24,24,April,2011,42,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,745,1252,1997
64529,2011-04-25,25,April,2011,30,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,1711,4665,6376
50267,2011-04-25,25,April,2011,40,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,676,1252,1928
64935,2011-04-25,25,April,2011,40,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,385,713,1098
49611,2011-04-25,25,April,2011,36,Adults (35-64),F,Germany,Bayern,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,1031,1266,2297
62561,2011-04-25,25,April,2011,34,Young Adults (25-34),F,Germany,Hamburg,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,499,1083,1582
64475,2011-04-25,25,April,2011,29,Young Adults (25-34),M,Australia,South Australia,Bikes,Road Bikes,"Road-350-W Yellow, 40",1,1083,1701,312,1083,1395
57319,2011-04-25,25,April,2011,39,Adults (35-64),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-100 Black, 42",1,1898,3375,735,1898,2633
58363,2011-04-25,25,April,2011,24,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013
64251,2011-04-26,26,April,2011,27,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",4,1555,2443,1793,6220,8013
59285,2011-04-26,26,April,2011,29,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,3470,6513,9983
62007,2011-04-26,26,April,2011,26,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 44",1,1083,1701,550,1083,1633
60795,2011-04-26,26,April,2011,26,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,790,1555,2345
64291,2011-04-27,27,April,2011,34,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 52",4,1555,2443,3357,6220,9577
62535,2011-04-27,27,April,2011,34,Young Adults (25-34),F,Germany,Saarland,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,312,1083,1395
62047,2011-04-27,27,April,2011,39,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,584,1083,1667
58401,2011-04-27,27,April,2011,32,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 48",2,2171,3578,1240,4342,5582
59879,2011-04-27,27,April,2011,31,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-650 Black, 48",1,487,783,124,487,611
71197,2011-04-27,27,April,2011,29,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1335,2171,3506
52647,2011-04-27,27,April,2011,38,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,249,420,669
58781,2011-04-27,27,April,2011,24,Youth (<25),F,France,Essonne,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1264,2171,3435
60191,2011-04-27,27,April,2011,53,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,763,2171,2934
63797,2011-04-28,28,April,2011,31,Young Adults (25-34),M,Germany,Saarland,Bikes,Road Bikes,"Road-550-W Yellow, 38",2,713,1120,411,1426,1837
66985,2011-04-28,28,April,2011,32,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,185,344,529
60393,2011-04-28,28,April,2011,51,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 40",3,1083,1701,1191,3249,4440
63425,2011-04-28,28,April,2011,24,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,385,713,1098
66415,2011-04-28,28,April,2011,28,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,396,713,1109
64937,2011-04-28,28,April,2011,40,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,385,713,1098
64561,2011-04-28,28,April,2011,18,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,1154,2139,3293
62747,2011-04-29,29,April,2011,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-250 Black, 44",2,1555,2443,750,3110,3860
58783,2011-04-29,29,April,2011,26,Young Adults (25-34),M,France,Yveline,Bikes,Road Bikes,"Road-750 Black, 48",4,344,540,266,1376,1642
60625,2011-04-29,29,April,2011,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",3,487,783,841,1461,2302
64499,2011-04-29,29,April,2011,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Road Bikes,"Road-250 Black, 48",3,1555,2443,1491,4665,6156
71057,2011-04-29,29,April,2011,26,Young Adults (25-34),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,620,2171,2791
65883,2011-04-29,29,April,2011,27,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 58",1,344,540,185,344,529
69651,2011-04-29,29,April,2011,39,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,864,1555,2419
50163,2011-04-29,29,April,2011,32,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",4,1266,2320,2731,5064,7795
58817,2011-04-29,29,April,2011,28,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",4,2171,3578,5342,8684,14026
50201,2011-04-29,29,April,2011,32,Young Adults (25-34),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,752,1266,2018
68881,2011-04-29,29,April,2011,24,Youth (<25),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 48",1,1555,2443,864,1555,2419
70307,2011-04-30,30,April,2011,44,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",4,2171,3578,5485,8684,14169
63817,2011-04-30,30,April,2011,30,Young Adults (25-34),F,Germany,Saarland,Bikes,Road Bikes,"Road-650 Red, 52",2,487,783,310,974,1284
69467,2011-04-30,30,April,2011,26,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 44",3,713,1120,784,2139,2923
53055,2011-04-30,30,April,2011,39,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,249,420,669
